emotion,id,offensive,source,text
disgust,1.0,0.0,translated_en,Algo a tener en cuenta... Cuando situaciones como las que ocurren algunos malvivientes establecen cuentas de donaciones falsas y embolsan el dinero así que si vas a donar... ¡Haz algo de investigación PROPER primero!
others,3108.0,0.0,original,rosa Los detalles son para quien los valora. libros corazón rojo
joy,2199.0,0.0,original,¡Feliz día internacional del libro booklanders! cañón de confeti cañón de confeti dos corazones Qué lean lo más que puedan y los llenen del libros
disgust,5678.0,1.0,translated_en,"¡Dios, el socialismo está funcionando tan bien ahora mismo!"
anger,4110.0,0.0,original,El Culo que tiene el Barça mamita querida es desesperante
others,2288.0,0.0,original,Hicimos una encuesta y 70 personas nos dijeron cuál es la palabra más fea del español.
others,6154.0,0.0,original,"Iglesias el moderador, aunque echo de menos el gran libro, su libro de cabecera: la Constitución"
others,885.0,0.0,original,"Lo loco del día de hoy, ver correr y casi correr por una tanqueta que venía q millón en la concentración en donde me encontraba"
joy,3936.0,0.0,original,"| Con un estelar, el le ganó 3-0 al en el Camp Nou y quedó con un pie en la final."
joy,2399.0,0.0,original,Feliz Día del Libro 2019
joy,2604.0,0.0,original,"Un gusto acompañar a la Diputada en la presentación del libro ""La Constitución Política de los Estados Unidos Mexicanos para Niñas y Niños""."
sadness,7438.0,0.0,original,Las personas se consternan por la caída de ... Pero en realidad todos los días se destruye desmedidamente e inconscientemente la biodiversidad en el mundo... Es una pena lo que sucedió con Pero me da más pena la destrucción de nuestra naturaleza.
anger,726.0,0.0,original,Recién vuelvo de comprar. Todas las carnicerías de mi barrio repletas. Con el kg d vacío y asado a $290. Se los llevaban enteros. Lamento no haber llevado el celular. De que hambre me hablan golpistas?
sadness,656.0,0.0,original,Al menos 400.000 niños y niñas han dejado el país por crisis humanitaria.
others,2431.0,0.0,original,Por el regale el de a creo que le va a gustar mucho
others,6733.0,0.0,original,"Venga ya, los tres a la vez..."
sadness,487.0,0.0,original,"Triste lo que pasó pero la fe, la ayuda, hará vuelva a ser tan bella la catedral"
joy,2917.0,0.0,original,"En un libro te sumerges en mundos fantásticos, que te llenan de muchos conocimientos increíbles, te hacen conocer personajes y ambientes impactantes. Miles de géneros, miles de historias que valen oro, miles de sentimientos, un libro es un fiel compañero."
anger,7702.0,1.0,original,Defendiendo al inútil tirano comunista que ha arruinado al país más rico de Hispanoamérica.... Penoso...
anger,1576.0,0.0,original,"No sé quién lo ha pasado peor, si los protagonistas con los caminantes o yo por lo mal que se veía el capítulo."
sadness,105.0,0.0,original,"Nada me causa una mayor tristeza. Lo único que me alivia, haberla visitado mientras tuve tiempo. Que desastre."
anger,606.0,0.0,original,Lo que quiere hacer ver es que hay temas muchísimo mas graves donde mueren cientos de personas ahogadas y eso no abre telediarios ni los multimillonarios destinan cientos de millones de euros para paliar esos daños como si que lo hacen en casos com
others,5025.0,0.0,original,"En España ha quedado claro que se pueden perder las elecciones en una democracia, pero que bajo ningún concepto dejaremos que se pierda la democracia en unas elecciones!"
surprise,7268.0,0.0,translated_en,"Pero el algoritmo de selección de imágenes ciertamente no parece aleatorio. ¿Cuáles son las probabilidades de que elija una foto de una ciudad envuelta en humo un día (cuando la es la historia más grande del día), y de sí misma al siguiente?"
others,1740.0,0.0,original,"Pablo Iglesias compara el 28A con : ""Veremos si triunfan los caminantes blancos"". El líder de Podemos hace la analogía con la serie en la : ""El mundo está velando armas"". (VÍDEO cámara de cine )"
joy,3467.0,0.0,original,OFICIAL | 11 culé vs ⁦@LevanteUD⁩ por ! A por 26! Os gusta?
joy,4770.0,0.0,original,Gracias a todos los interventores y apoderados del PP de Camas Hoy para
joy,8118.0,0.0,original,La ostia de Pablo Casado hoy puede ser memorable
others,5486.0,0.0,original,"Hoy lunes millones de personas iniciarán la semana laboral ,basads en el consumo de energía fósil finita y sucia , para "" producir cosas "" en su mayoría no necesarias ."
fear,423.0,0.0,translated_en,"""El Secretario General insta a todas las partes [en] a ejercer la máxima moderación y hace un llamamiento a todas las partes interesadas para que eviten la violencia y tomen medidas inmediatas para restablecer la calma"", dijo Stéphane Dujarric, portavoz del Secretario General."
anger,1957.0,1.0,original,y ahora quién coño se duerme tras
others,1766.0,0.0,original,Como me gustaría ver el episodio 3 en una pantalla de cine!!!
others,6155.0,0.0,original,"Desde los orígenes, la humanidad ha tenido que hacer frente a una cuestión fundamental: la forma de preservar y transmitir su cultura, es decir, sus creencias y conocimientos, tanto en el espacio como en el tiempo"
joy,2350.0,0.0,original,No hay cosa más hermosa en el mundo que los libros. dos corazones
others,1528.0,0.0,original,"profesional de la ciencia mujer profesional de la ciencia hombre tubo de ensayo alambique Series de TV y películas incluyen el berilio como elemento casi mágico. En un día con capítulo nuevo de , te dejamos todos los detalles de este arma secreta utilizada en la ficción. dorso de mano con índice a la derecha"
disgust,1063.0,0.0,translated_en,Creando otra guerra entre Rusia y EE.UU. Levanta las sanciones si te preocupas por la gente de !
disgust,5020.0,0.0,original,Me está dando repulsión escuchar al secretario de cara resoplando
others,5666.0,0.0,original,¿Ya se inventaron alguna profecía apocalíptica con respecto al incendio de ? fuego sinagoga
others,1922.0,0.0,original,Visto el capítulo de ya soy libre de entrar tranquilamente por Twitter
disgust,407.0,0.0,translated_en,Ni siquiera lo veo y tengo una opinión en spoilers de Twitter. Deja que la gente tuitee en vivo su maldita televisión.
disgust,4986.0,0.0,translated_en,Liverpool Fans que se desprestigian en Barcelona pero como siempre son las víctimas cara revolviéndose de la risa cara revolviéndose de la risa
others,3133.0,0.0,original,cronómetro ¡FINAL! círculo rojo círculo azul El Barça se proclama CAMPEÓN de de forma matemática tras VENCER al Levante (1-0) gracias al GOL de Messi.
others,6000.0,0.0,original,Yo ya tengo mi Presidenta no diré más.
joy,4382.0,0.0,original,No le deis más vueltas. La sorpresa es que no ha habido sorpresas
anger,1327.0,0.0,original,QUE MENTIRA MÁS ATROZ ESTAN DERROTADO NO SE VA
others,3045.0,0.0,original,Existe una copia original en la Ciudad de en la
others,3228.0,0.0,original,Mañana comienza la jornada 35 de . Desde primera hora estaremos atentos a todas las novedades que se produzcan. Como siempre en:
others,5770.0,0.0,original,"Lo ocurrido en este 30 de abril se puede resumir como: ""otra que no fue"", de nuevo la oposición venezolana demuestra que no tiene la capacidad para asumir el poder."
others,7141.0,0.0,original,balón de fútbol campeón trofeo de con gol de
joy,6405.0,0.0,original,El se proclama CAMPEÓN DE LIGA!
others,7923.0,1.0,original,"Ni televisión 4k ni sonido 10.1 ni ostias, el mejor accesorio para ver el tercer episodio de :"
joy,4975.0,0.0,original,"No quiero alegrarme egoístamente sólo de la victoria del (y ojalá hubiera sido mayor). Me alegro de que España ha demostrado, si había alguna duda, que es un país suficientemente inteligente para no tirar su futuro por un sumidero."
others,6190.0,0.0,original,Este no es un rincón cualquiera de mi librería.
disgust,4844.0,0.0,translated_en,"tiene más de 100 mil tweets hoy, pero Twitter sigue quitándolo de las noticias de moda. ¿Twitter tiene miedo de mostrar el lado real del socialismo en ? Creo que sí."
surprise,1805.0,0.0,original,"EMPIEZA!!!! Podemos estar ante el mejor episodio de la historia, nervios."
joy,3470.0,0.0,original,Solo basto la entrada de Messi para que desequilibrar al Levante y así anotar el gol de la victoria que les da el campeonato de Liga 2018-2019!
disgust,1413.0,0.0,translated_en,61 años de edad protestante vigilia atropellada por coche de policía ?
others,2152.0,0.0,original,"bandera triangular La Ama, Reina y Salvadora de los Siete reinos puñal corazón rojo"
surprise,7941.0,1.0,original,"Estoy temblando, que puta bestialidad de capítulo, pensaba que no quedaría nadie en pie, les ha sudado toda la polla jajajaja"
others,1904.0,0.0,original,"Me repito pero, gracias universo por permitirme vivir en la misma linea temporal que ."
joy,3152.0,0.0,original,"Tenías que ser tu el que no la diera!!! ¡Somos campeones! 10 de tus últimas 15 ligas 8 de las últimas 10 son del Barça, dominadores de la mejor liga del mundo"
disgust,6740.0,0.0,translated_en,¿Cuánto pagó el comandante Sánchez y los otros pocos oficiales de peso medio que engañaron a sus soldados y arriesgaron sus vidas por el títere autoproclamado?
others,6902.0,0.0,original,Duras declaraciones del PACMA después de conseguir 0 escaños en el congreso...
anger,4377.0,1.0,original,"Lo grave no es la caída en picado del pp (eso ya se veía venir), es que el PSOE haya obtenido estos resultados teniendo como líder a semejante inepto..."
anger,7720.0,1.0,original,La policia de hace esto..... En no en ..... Hijo de remil mierda
others,1190.0,0.0,original,intenta dirigirse al país desde la plataforma de pero aseguran que caída de redes y sistemas de internet en lo hacen imposible 7:41pm
joy,2549.0,0.0,original,Feliz día del libro a grandes y a niños! Cuál es su libro favorito para leer con sus hijos y/o sobrinos?
disgust,3573.0,0.0,translated_en,"Esperemos a que los operativos controlados por la CIA, posiblemente vestidos de policías o soldados, disparen a civiles para que el mundo occidental pueda gritar ""Está matando a su propio pueblo"" y así justificar una invasión para obtener el petróleo de Venezuela."
joy,4732.0,0.0,original,Que bonita España cuando votas bien corazón rojo manos aplaudiendo tono de piel claro
joy,2867.0,0.0,original,"Hoy es el ! Nada como la literatura, fuente de conocimiento e historia, capaz de hacernos reír, llorar o reflexionar. Celebra hoy los libros que tienes en casa, y los que están por venir!"
others,871.0,0.0,original,"círculo rojo bandera venezuela - Un autobús incendiado en el centro de , muestra de la creciente violencia en esta jornada ►►►"
joy,1510.0,0.0,original,Buena día para ver Juegos de Tronos...!!!
sadness,2904.0,0.0,original,"""... porque en lo más profundo de la posesión no estás en mí, no te alcanzo, no paso de tu cuerpo, de tu risa, hay horas en que me atormenta que me ames..."""
disgust,111.0,0.0,original,"""El desastre en "", así los titulares de los medios franceses"
others,6826.0,0.0,original,Posible gobierno con el 46% escrutado:¿PSOE + CIUDADANOS? ¿Qué opinas?
joy,3452.0,0.0,original,Campeonessss!!!! campeonessssssss!!!! somos los mejores!!!!
others,5406.0,0.0,original,"Ella lidera el movimiento que conminó a autoridades a comportarse como adultos y asumir la crisis medioambiental y sus peligros en serio. Tiene 16 años, y está abriendo horizontes tremendos flecha hacia abajo flecha hacia abajo corazón rojo planta joven bíceps flexionado tono de piel medio"
others,918.0,0.0,original,Muy buen análisis de sobre la situación en y los intereses de las grandes potencias que están detrás dorso de mano con índice hacia abajo tono de piel claro medio
others,6913.0,0.0,original,"GRETA THUNBERG, LA MILITANTE DE 16 AÑOS POR EL CAMBIO CLIMÁTICO QUE CONMUEVE AL MUNDO"
others,1100.0,0.0,original,"Los Españoles de bien, estamos con la de bien y los venezolanos que están sufriendo la dictadura chavista"
disgust,6898.0,0.0,translated_en,"Feliz o como a Donald Trump le gusta llamarlo: ""¿Cómo es un libro?"""
joy,3516.0,0.0,original,Lo mejor de la vida cara sonriendo con ojos de corazón balón de fútbol
disgust,7081.0,1.0,translated_en,"No, pero la gente quejándose en las redes sociales sobre los spoilers son lo peor, todos sabíamos que este episodio estaba a punto de ser una locura, lo que tu estúpido culo haciendo en las redes sociales antes de que hayas visto el episodio cara neutral"
others,995.0,0.0,original,Guarda Nacional atacando guarda nacional na
surprise,4428.0,0.0,translated_en,Nadie se enoja con la gente rica hasta que hay un desastre y en realidad comienzan a preocuparse. Cálmate y tal vez saldrán y ayudarán más a menudo.
joy,4705.0,0.0,original,"Muchas felicidades por vuestro enorme resultado esta noche, seguir así ."
others,1113.0,0.0,original,"Fracasa intento golpista en . Derrotada la acción intervencionista de vía sus alfiles , y sus lacayos y"
anger,8107.0,1.0,original,No puedo dejar de decirlo: la hostia que se está dando el es de proporciones bíblicas. A ver si queda algo de vergüenza ahí -que lo dudo- y dimite toda la ejecutiva.
anger,7726.0,1.0,original,"Policías hijos de puta, como van a apoyar una escopeta de gas lacrimógeno en la oreja de una persona y gatillar? Esta es la policía de Patricia Bullrich, que es inútil para frenar la inseguridad pero que son rápidos para la represión."
anger,7594.0,0.0,original,"Mucho cinismo Pdte , la violencia brutal contra inocentes la ejerce su aliado Maduro!!"
joy,5338.0,0.0,original,"Conocé a , la joven activista que enfrenta la . Con tan sólo 16 años y movilizada por su determinación a actuar para enfrentar la crisis que estamos viviendo, Greta es para muchos un ejemplo de valentía y fortaleza"
others,4604.0,0.0,original,Pablo ha fraCasado. En liquidació.
joy,2763.0,0.0,original,Es verdad y son muy buenas
anger,136.0,0.0,original,"En la semana se han atacado más de 8 Iglesias Católicas en París, ojalá lo ocurrido en Notre Dame no esté relacionado con el creciente odio a la Fe católica en Occidente que disemina el marxismo cultural."
sadness,1694.0,0.0,original,Quiero que alguien me ame y me proteja como Jorah protegió y amó a Daenerys. cara sonriendo con ojos de corazón cara llorando fuerte
sadness,7651.0,0.0,original,Cuasimodo y sus gárgolas lloran
joy,5647.0,0.0,original,Totalmente de acuerdo! Esperemos volver a verla así!!
anger,5180.0,0.0,original,"""Propusimos a porque el cambio climático, si no lo frenamos, será la principal causa de las guerras, los conflictos y el flujo de refugiados que vendrán"", dijo uno de los diputados que impulsaron su nominación. (ms)"
disgust,1630.0,1.0,translated_en,Estoy tan decepcionado que la Notre Dame no ardió hasta el suelo.
joy,3578.0,0.0,original,"El más grande de los grandes, te amo Messi corazón brillante"
joy,3421.0,0.0,original,"Hoy a cerrar y a celebrarlo. La Octava en once años..., La caverna sufre en silencio.."
others,5982.0,0.0,original,"No es por nada, pero"
others,5650.0,0.0,original,No llegué a conocerla personalmente. Ya no podré visitarla tal como la estudié en la Facultad. Seducía y superaba la imaginación de todos los sentidos humanos.
sadness,2004.0,0.0,original,Entonces perdimos a Ghost también no!? cara llorando fuerte cara llorando fuerte cara llorando fuerte cara llorando fuerte Como dueles
anger,5421.0,0.0,original,"Por que si el planeta está en una situación de emergencia , el jefe del estado no se dirige a los españoles y les dice la verdad? . Y sin embargo miente por omisión."
others,3455.0,0.0,original,"Tenemos a los mejores especialistas para resolver dudas en los juegos Fantasy, preguntanos ¡Te ayudaremos a tomar esas últimas decisiones!"
others,6337.0,0.0,original,Las declaraciones de Zidane antes del -
disgust,715.0,1.0,original,Sacar a las ratas de tu casa no es un golpe de estado. Bueno eso estamos haciendo en
joy,6470.0,0.0,original,Los niños sonríen y esperan felices con sus camisetas. Hoy es día Barça y hoy Celebraremos uno de los 3 posibles VAMOS!!!
sadness,1227.0,0.0,original,"Fer describe muy bien el conflicto de , al final, el único perdedor ha sido el pueblo."
sadness,7439.0,0.0,original,No solamente en París llora y se lamenta la gente de la tragedia de . Estamos en México enormemente consternados y tristes. Un patrimonio de la humanidad inconmensurable. No tiene que ver con ninguna confesión religiosa. Lo que implica esta tragedia va más allá de todo
others,5334.0,0.0,original,"Claro y después algunos iluminados se quejan de y su discurso, pero es que es lo que hay, estamos en fase de descuento, se pongan cómo se pongan"
others,5194.0,0.0,original,¿Saben quien en Mexico va a apoyar la huelga global por el clima? el próximo viernes 15 de marzo.
sadness,303.0,0.0,original,Cualquier pérdida de un icono cultural es una tragedia...... y ni tengo foto de para publicar. hombre con la mano en la frente tono de piel claro
joy,3697.0,0.0,original,Soy contemporáneo al mejor jugador de la historia del futbol mundial. Hace que lo imposible se haga costumbre. ¡Sos de otro planeta Lionel! trofeo cabra
others,5984.0,0.0,original,Qué verdadera barbaridad el 8x03 de cara gritando de miedo cara gritando de miedo cara gritando de miedo
joy,2713.0,0.0,original,Leer es un placer indescriptible.
anger,5222.0,0.0,original,Mientras los glaciares y el hielo en el Ártico desparecen a enorme velocidad. Un grupo de payasos llamados políticos ni mencionan el problema.
sadness,1045.0,0.0,original,"bandera venezuela Por todos los fallecidos en protestas, por todos los fallecidos por hambre, por todos los fallecidos por falta de medicamentos, por todos los que tuvieron que abandonar su hogar y por todos los que nos hemos levantado aún con lágrimas en los ojos."
others,950.0,0.0,original,Depende del Señor Jesus Cristo y todo te saldrá bien.
surprise,1024.0,0.0,translated_en,"Seguí viendo memes spoiler todo el día (y evitando leerlos), ahora he visto el episodio, no están apareciendo en absoluto. Aún así, qué episodio. Quiero decir, maldita sea."
sadness,7464.0,0.0,original,"Con el corazón roto por la tragedia de un lugar que conocí, estudié y del cual tengo hermosos recuerdos. Al menos no todo está perdido. Pero es un gran daño a un símbolo de la cultura y la historia de Francia y el mundo."
others,6085.0,0.0,original,Preparando mis veladoras para la matanza de esta noche
anger,41.0,0.0,original,"Primero el mame del “se tenía que decir y se dijo”, luego y ahora sus fotos en ¿De dónde y por qué su afán de protagonismo? hombre con la mano en la frente tono de piel claro"
joy,4121.0,0.0,original,"Que grande Messi, diciéndole a la hinchada que no se silba, se alienta!! Te amo todos los días, Lío!"
anger,8147.0,1.0,original,"Solo una Izquierda inútil e incapaz de toda autocrítica como la que representan Unidas Podemas - IU y demás batiburrillo de confluencias, podría salir ahora dando como bueno perder 30 diputados."
joy,6209.0,0.0,original,Celebrando el día del libro con Julius corazón azul
joy,5381.0,0.0,original,Había oído hablar de y quiero compartirles este video sumamente inspirador y valiente de una niña que grita al mundo lo que muchos no se atreven a decir.
others,7927.0,0.0,original,"Hay más mala leche, celos y tensión en una sola reunión de las WAGS del FCBarcelona que en todas las temporadas de"
others,5176.0,0.0,original,"¡Ha llegado el momento de actuar! Los esperamos cada viernes a las 16:00 PM, en el parque central. Entre más personas decidan unirse; El impacto será aún mejor. ¡Por nuestro hogar, Por nuestro futuro! bandera méxico"
